"_id",anime_id,c1,c2,episodes,genre,img,main_cast,members,name,rating,source,studios,type
589eac5f1bc3ae2c788af11c,4181,40,39,24,"Drama,Fantasy,Romance,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/13/24647.jpg,"Nakahara,Mai;Koorogi,Satomi;Nakamura,Yuuichi",456749,Clannad: After Story,9.06,Visualnovel,Kyoto Animation,TV
589eac5f1bc3ae2c788af11d,28851,23,39,1,"Drama,School,Shounen",https://myanimelist.cdn-dena.com/images/anime/3/80136.jpg,"Irino,Miyu;Matsuoka,Mayu;Hayami,Saori",102733,Koe no Katachi,9.05,Manga,Kyoto Animation,Movie
589eac601bc3ae2c788af11e,918,26,1,201,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",https://myanimelist.cdn-dena.com/images/anime/2/10038.jpg,"Kugimiya,Rie;Sugita,Tomokazu;Yaguchi,Asami;Yonezawa,Madoka;Sakaguchi,Daisuke",336376,Gintama,9.04,Manga,Sunrise,TV
589eac601bc3ae2c788af11f,2904,19,32,25,"Action,Drama,Mecha,Military,Sci-Fi,Super Power",https://myanimelist.cdn-dena.com/images/anime/4/9391.jpg,"Yukana;Sakurai,Takahiro;Watanabe,Akeno;Fukuyama,Jun;Ohara,Sayaka;Koshimizu,Ami",572888,Code Geass: Hangyaku no Lelouch R2,8.98,Original,Sunrise,TV
589eac601bc3ae2c788af120,28891,41,23,25,"Comedy,Drama,School,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/9/76662.jpg,"Murase,Ayumu;Ishikawa,Kaito",179342,Haikyuu!! Second Season,8.93,Manga,Production I.G,TV
589eac601bc3ae2c788af121,199,2,1,1,"Adventure,Drama,Supernatural",https://myanimelist.cdn-dena.com/images/anime/6/79597.jpg,"Irino,Miyu;Hiiragi,Rumi",466254,Sen to Chihiro no Kamikakushi,8.93,Original,Studio Ghibli,Movie
589eac601bc3ae2c788af122,23273,11,39,22,"Drama,Music,Romance,School,Shounen",https://myanimelist.cdn-dena.com/images/anime/3/67177.jpg,"Hanae,Natsuki;Taneda,Risa;Sakura,Ayane;Osaka,Ryota",416397,Shigatsu wa Kimi no Uso,8.92,Manga,A-1 Pictures,TV
589eac601bc3ae2c788af123,24701,18,1,10,"Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/9/68095.jpg,"Sawashiro,Miyuki;Nakano,Yuto",75894,Mushishi Zoku Shou 2nd Season,8.88,Manga,Artland,TV
589eac601bc3ae2c788af124,12355,15,1,1,"Fantasy,Slice of Life",https://myanimelist.cdn-dena.com/images/anime/9/35721.jpg,"Nishii,Yukito;Kabe,Amon;Miyazaki,Aoi;Osawa,Takao;Kuroki,Haru;Oono,Momoka",226193,Ookami Kodomo no Ame to Yuki,8.84,Original,Studio Chizu,Movie
589eac601bc3ae2c788af125,1575,17,32,25,"Action,Mecha,Military,School,Sci-Fi,Super Power",https://myanimelist.cdn-dena.com/images/anime/5/50331.jpg,"Yukana;Sakurai,Takahiro;Watanabe,Akeno;Fukuyama,Jun;Ohara,Sayaka;Koshimizu,Ami",715151,Code Geass: Hangyaku no Lelouch,8.83,Original,Sunrise,TV
589eac601bc3ae2c788af126,263,41,36,75,"Comedy,Drama,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/10/2025.jpg,"Takagi,Wataru;Utsumi,Kenji;Fujiwara,Keiji;Kiyasu,Kohei;Koyama,Rikiya",157670,Hajime no Ippo,8.83,Manga,Madhouse,TV
589eac601bc3ae2c788af127,44,26,31,4,"Action,Drama,Historical,Martial Arts,Romance,Samurai",https://myanimelist.cdn-dena.com/images/anime/9/13160.jpg,"Suzukaze,Mayo;Suzuki,Masami;Iwao,Junko",129307,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.83,Manga,Studio Deen,OVA
589eac601bc3ae2c788af128,1,19,31,26,"Action,Adventure,Comedy,Drama,Sci-Fi,Space",https://myanimelist.cdn-dena.com/images/anime/4/19644.jpg,"Ishizuka,Unshou;Yamadera,Kouichi;Hayashibara,Megumi;Tada,Aoi",486824,Cowboy Bebop,8.82,Original,Sunrise,TV
589eac601bc3ae2c788af129,30276,25,23,12,"Action,Comedy,Parody,Sci-Fi,Seinen,Super Power,Supernatural",https://myanimelist.cdn-dena.com/images/anime/12/76049.jpg,"Ishikawa,Kaito;Furukawa,Makoto",552458,One Punch Man,8.82,Webmanga,Madhouse,TV
589eac601bc3ae2c788af12a,164,2,1,1,"Action,Adventure,Fantasy",https://myanimelist.cdn-dena.com/images/anime/7/75919.jpg,"Matsuda,Youji;Ishida,Yuriko",339556,Mononoke Hime,8.81,Original,Studio Ghibli,Movie
589eac611bc3ae2c788af12b,7311,31,1,1,"Comedy,Mystery,Romance,School,Sci-Fi,Supernatural",https://myanimelist.cdn-dena.com/images/anime/2/73842.jpg,"Sugita,Tomokazu;Chihara,Minori",240297,Suzumiya Haruhi no Shoushitsu,8.81,Lightnovel,Kyoto Animation,Movie
589eac611bc3ae2c788af12c,17074,18,9,26,"Comedy,Mystery,Romance,Supernatural,Vampire",https://myanimelist.cdn-dena.com/images/anime/3/52133.jpg,"Kamiya,Hiroshi;Katou,Emiri;Horie,Yui;Miki,Shinichiro;Sakamoto,Maaya;Hanazawa,Kana;Saito,Chiwa",205959,Monogatari Series: Second Season,8.8,Lightnovel,Shaft,TV
589eac611bc3ae2c788af12d,21939,18,1,10,"Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/13/58533.jpg,"Nakano,Yuto",101351,Mushishi Zoku Shou,8.8,Manga,Artland,TV
589eac611bc3ae2c788af12e,457,18,1,26,"Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/2/73862.jpg,"Sawashiro,Miyuki;Nakano,Yuto",300030,Mushishi,8.78,Manga,Artland,TV
589eac611bc3ae2c788af12f,2001,19,1,27,"Action,Adventure,Comedy,Mecha,Sci-Fi",https://myanimelist.cdn-dena.com/images/anime/4/5123.jpg,"Konishi,Katsuyuki;Inoue,Marina;Sugou,Takayuki;Kakihara,Tetsuya;Fukui,Yukari",562962,Tengen Toppa Gurren Lagann,8.78,Original,Gainax,TV
589eac611bc3ae2c788af130,245,11,3,43,"Comedy,Drama,School,Shounen,Slice of Life",https://myanimelist.cdn-dena.com/images/anime/13/11460.jpg,"Noda,Junko;Orikasa,Fumiko;Mitsuishi,Kotono;Midorikawa,Hikaru;Seki,Tomokazu;Kawasumi,Ayako;Takagi,Wataru;Cho;Okano,Kousuke",268487,Great Teacher Onizuka,8.77,Manga,Studio Pierrot,TV
589eac611bc3ae2c788af131,32983,18,1,13,"Drama,Fantasy,Shoujo,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/11/81755.jpg,"Inoue,Kazuhiko;Kamiya,Hiroshi",38865,Natsume Yuujinchou Go,8.76,Manga,Shuka,TV
589eac611bc3ae2c788af132,5258,41,36,26,"Comedy,Drama,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/8/56617.jpg,"Takagi,Wataru;Namikawa,Daisuke;Utsumi,Kenji;Fujiwara,Keiji;Kiyasu,Kohei;Koyama,Rikiya",88995,Hajime no Ippo: New Challenger,8.75,Manga,Madhouse,TV
589eac611bc3ae2c788af133,28957,18,1,1,"Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/9/72689.jpg,"Nakano,Yuto",32266,Mushishi Zoku Shou: Suzu no Shizuku,8.75,Manga,Artland,Movie
589eac611bc3ae2c788af134,11665,18,9,13,"Drama,Fantasy,Shoujo,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/3/37449.jpg,"Inoue,Kazuhiko;Kobayashi,Sanae;Kamiya,Hiroshi;Fujimura,Ayumi",98431,Natsume Yuujinchou Shi,8.75,Manga,Brain's Base,TV
589eac611bc3ae2c788af135,431,2,1,1,"Adventure,Drama,Fantasy,Romance",https://myanimelist.cdn-dena.com/images/anime/5/75810.jpg,"Baisho,Chieko;Kimura,Takuya",333186,Howl no Ugoku Shiro,8.74,Novel,Studio Ghibli,Movie
589eac611bc3ae2c788af136,11741,18,21,12,"Action,Fantasy,Supernatural,Thriller",https://myanimelist.cdn-dena.com/images/anime/8/41125.jpg,"Irino,Miyu;Koyama,Rikiya;Seki,Tomokazu;Nakata,Jouji;Kawasumi,Ayako;Ohara,Sayaka",340973,Fate/Zero 2nd Season,8.73,Lightnovel,ufotable,TV
589eac621bc3ae2c788af137,31757,16,1,1,"Action,Mystery,Supernatural,Vampire",https://myanimelist.cdn-dena.com/images/anime/8/80930.jpg,"Kamiya,Hiroshi;Horie,Yui;Sakamoto,Maaya",34347,Kizumonogatari II: Nekketsu-hen,8.73,Lightnovel,Shaft,Movie
589eac621bc3ae2c788af138,19,18,31,74,"Drama,Horror,Mystery,Police,Psychological,Seinen,Thriller",https://myanimelist.cdn-dena.com/images/anime/10/18793.jpg,"Koyama,Mami;Noto,Mamiko;Sasaki,Nozomu;Isobe,Tsutomu;Kiuchi,Hidenobu",247562,Monster,8.72,Manga,Madhouse,TV
589eac621bc3ae2c788af139,12365,39,18,25,"Comedy,Drama,Romance,Shounen",https://myanimelist.cdn-dena.com/images/anime/6/41845.jpg,"Abe,Atsushi;Hino,Satoshi",133620,Bakuman. 3rd Season,8.71,Manga,J.C.Staff,TV
589eac621bc3ae2c788af13a,1535,18,36,37,"Mystery,Police,Psychological,Supernatural,Thriller",https://myanimelist.cdn-dena.com/images/anime/9/9453.jpg,"Hirano,Aya;Sasaki,Nozomu;Yamaguchi,Kappei;Hidaka,Noriko;Nakamura,Shidou;Miyano,Mamoru",1013917,Death Note,8.71,Manga,Madhouse,TV
589eac621bc3ae2c788af13b,32366,30,38,2,"Comedy,Parody",https://myanimelist.cdn-dena.com/images/anime/8/79704.jpg,"Takagaki,Ayahi;Kugimiya,Rie;Sugita,Tomokazu;Sakaguchi,Daisuke;Kaida,Yuuko",16947,Gintama°: Aizome Kaori-hen,8.69,Manga,Bandai Namco Pictures,OVA
589eac621bc3ae2c788af13c,30654,6,32,25,"Action,Comedy,School,Shounen",https://myanimelist.cdn-dena.com/images/anime/8/77966.jpg,"Okamoto,Nobuhiko;Suzaki,Aya;Fukuyama,Jun;Fuchigami,Mai",176475,Ansatsu Kyoushitsu (TV) 2nd Season,8.68,Manga,Lerche,TV
589eac621bc3ae2c788af13d,20583,41,23,25,"Comedy,Drama,School,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/7/76014.jpg,"Murase,Ayumu;Ishikawa,Kaito",284498,Haikyuu!!,8.68,Manga,Production I.G,TV
589eac621bc3ae2c788af13e,19647,41,32,25,"Comedy,Drama,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/6/56147.jpg,"Takagi,Wataru;Namikawa,Daisuke;Miyano,Mamoru;Iizuka,Shouzou;Fujiwara,Keiji;Kiyasu,Kohei;Kokuryu,Sachi;Koyama,Rikiya",66756,Hajime no Ippo: Rising,8.68,Manga,"Madhouse,MAPPA",TV
589eac621bc3ae2c788af13f,4282,16,9,1,"Action,Drama,Mystery,Romance,Supernatural,Thriller",https://myanimelist.cdn-dena.com/images/anime/8/9246.jpg,"Honda,Takako;Nakata,Jouji;Kakihara,Tetsuya;Igarashi,Hiromi;Suzumura,Kenichi;Sakamoto,Maaya",111074,Kara no Kyoukai 5: Mujun Rasen,8.68,Lightnovel,ufotable,Movie
589eac621bc3ae2c788af140,10379,18,9,13,"Drama,Fantasy,Shoujo,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/8/82394.jpg,"Inoue,Kazuhiko;Kamiya,Hiroshi;Fujimura,Ayumi",102322,Natsume Yuujinchou San,8.67,Manga,Brain's Base,TV
589eac621bc3ae2c788af141,22135,25,1,11,"Psychological,Seinen,Sports",https://myanimelist.cdn-dena.com/images/anime/10/58041.jpg,"Katayama,Fukujurou;Nishida,Mitsutaka;Uchiyama,Kouki;Satomura,Hiroshi",97187,Ping Pong The Animation,8.67,Manga,Tatsunoko Production,TV
589eac621bc3ae2c788af142,21329,18,1,1,"Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/10/59315.jpg,"Nakano,Yuto;Watanabe,Yuuna",49036,Mushishi Special: Hihamukage,8.66,Manga,Artland,Special
589eac621bc3ae2c788af143,31043,18,1,12,"Mystery,Psychological,Seinen,Supernatural",https://myanimelist.cdn-dena.com/images/anime/10/77957.jpg,"Mitsushima,Shinnosuke;Tsuchiya,Tao;Yuuki,Aoi",402381,Boku dake ga Inai Machi,8.65,Manga,A-1 Pictures,TV
589eac631bc3ae2c788af144,7785,18,21,11,"Mystery,Psychological,Romance",https://myanimelist.cdn-dena.com/images/anime/10/50457.jpg,"Sakamoto,Maaya;Yoshino,Hiroyuki;Asanuma,Shintaro",122531,Yojouhan Shinwa Taikei,8.65,Novel,Madhouse,TV
589eac631bc3ae2c788af145,3297,39,3,13,"Fantasy,Sci-Fi,Shounen,Slice of Life",https://myanimelist.cdn-dena.com/images/anime/6/77623.jpg,"Hirohashi,Ryou;Minagawa,Junko;Ohara,Sayaka;Kawakami,Tomoko;Saito,Chiwa;Hazuki,Erino;Nishimura,Chinami",56162,Aria The Origination,8.64,Manga,Hal Film Maker,TV
589eac631bc3ae2c788af146,30709,39,39,4,"Comedy,Demons,Fantasy,Shoujo,Supernatural",https://myanimelist.cdn-dena.com/images/anime/3/81250.jpg,"Mimori,Suzuko;Tachibana,Shinnosuke",33422,Kamisama Hajimemashita: Kako-hen,8.64,Manga,TMS Entertainment,OVA
589eac631bc3ae2c788af147,6114,18,1,26,"Drama,Historical,Seinen,Thriller",https://myanimelist.cdn-dena.com/images/anime/9/72697.jpg,"Park,Romi;Waki,Tomohiro;Oguri,Shun;Fujiwara,Keiji;Koyama,Rikiya;Kuroda,Takaya;Hasome,Tatsuya",139474,Rainbow: Nisha Rokubou no Shichinin,8.64,Manga,Madhouse,TV
589eac631bc3ae2c788af148,31240,18,16,25,"Drama,Fantasy,Psychological,Thriller",https://myanimelist.cdn-dena.com/images/anime/11/79410.jpg,"Takahashi,Rie;Kobayashi,Yuusuke",355839,Re:Zero kara Hajimeru Isekai Seikatsu,8.64,Lightnovel,White Fox,TV
589eac631bc3ae2c788af149,4565,37,1,1,"Action,Mecha,Sci-Fi,Space,Super Power",https://myanimelist.cdn-dena.com/images/anime/12/19698.jpg,"Kakihara,Tetsuya;Fukui,Yukari",82253,Tengen Toppa Gurren Lagann Movie: Lagann-hen,8.64,Original,Gainax,Movie
589eac631bc3ae2c788af14a,5300,18,9,13,"Drama,Fantasy,Shoujo,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/4/79738.jpg,"Inoue,Kazuhiko;Kobayashi,Sanae;Kamiya,Hiroshi;Fujimura,Ayumi",114173,Zoku Natsume Yuujinchou,8.64,Manga,Brain's Base,TV
589eac631bc3ae2c788af14b,9989,21,25,11,"Drama,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/5/79697.jpg,"Tomatsu,Haruka;Toyosaki,Aki;Kondou,Takayuki;Kayano,Ai;Sakurai,Takahiro;Seto,Asami;Hayami,Saori;Irino,Miyu;Tamura,Mutsumi",463835,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.62,Original,A-1 Pictures,TV
589eac631bc3ae2c788af14c,24415,41,39,25,"Comedy,School,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/4/68299.jpg,"Ono,Yuuki;Ono,Kensho",184525,Kuroko no Basket 3rd Season,8.62,Manga,Production I.G,TV
589eac631bc3ae2c788af14d,11577,18,39,1,"Sci-Fi,Thriller",https://myanimelist.cdn-dena.com/images/anime/3/50317.jpg,"Imai,Asami;Miyano,Mamoru",192424,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.61,Visualnovel,White Fox,Movie
589eac631bc3ae2c788af14e,10408,40,23,1,"Drama,Romance,Shoujo,Supernatural",https://myanimelist.cdn-dena.com/images/anime/8/38229.jpg,"Uchiyama,Kouki;Sakura,Ayane",197439,Hotarubi no Mori e,8.61,Manga,Brain's Base,Movie
589eac631bc3ae2c788af14f,28171,20,25,24,"Ecchi,School,Shounen",https://myanimelist.cdn-dena.com/images/anime/3/72943.jpg,"Taneda,Risa;Takahashi,Minami;Matsuoka,Yoshitsugu",348951,Shokugeki no Souma,8.61,Manga,J.C.Staff,TV
589eac641bc3ae2c788af150,32995,41,32,12,"Comedy,Sports",https://myanimelist.cdn-dena.com/images/anime/6/81149.jpg,"Toyonaga,Toshiyuki;Suwabe,Junichi;Uchiyama,Kouki;Kokido,Shiho",103178,Yuri!!! on Ice,8.61,Original,MAPPA,TV
589eac641bc3ae2c788af151,21899,26,1,2,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",https://myanimelist.cdn-dena.com/images/anime/11/57615.jpg,"Sugou,Takayuki;Nakai,Kazuya;Kugimiya,Rie;Sugita,Tomokazu;Sakaguchi,Daisuke",11104,Gintama: Yorinuki Gintama-san on Theater 2D,8.6,Manga,Sunrise,Movie
589eac641bc3ae2c788af152,26055,27,23,24,"Action,Adventure,Drama,Shounen,Supernatural",https://myanimelist.cdn-dena.com/images/anime/11/75045.jpg,"Miyake,Kenta;Koyasu,Takehito;Fukuen,Misato;Ishizuka,Unshou;Hirakawa,Daisuke;Ono,Daisuke;Takamori,Natsumi;Fujimura,Ayumi;Komatsu,Fuminori",93657,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,8.6,Manga,David Production,TV
589eac641bc3ae2c788af153,7472,26,1,1,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",https://myanimelist.cdn-dena.com/images/anime/4/28803.jpg,"Takamatsu,Shinji;Kugimiya,Rie;Ishida,Akira;Sugita,Tomokazu;Sakaguchi,Daisuke",51185,Gintama Movie: Shinyaku Benizakura-hen,8.59,Manga,Sunrise,Movie
589eac641bc3ae2c788af154,777,16,10,10,"Action,Horror,Military,Seinen,Supernatural,Vampire",https://myanimelist.cdn-dena.com/images/anime/6/7333.jpg,"Nakata,Jouji;Wakamoto,Norio;Mizuhashi,Kaori;Sakakibara,Yoshiko;Orikasa,Fumiko",297454,Hellsing Ultimate,8.59,Manga,"Madhouse,Satelight,Graphinica",OVA
589eac641bc3ae2c788af155,22535,18,1,24,"Action,Drama,Horror,Psychological,Sci-Fi,Seinen",https://myanimelist.cdn-dena.com/images/anime/3/73178.jpg,"Shimazaki,Nobunaga;Hirano,Aya",425457,Kiseijuu: Sei no Kakuritsu,8.59,Manga,Madhouse,TV
589eac641bc3ae2c788af156,28735,26,1,13,"Drama,Historical,Josei",https://myanimelist.cdn-dena.com/images/anime/2/77907.jpg,"Yamadera,Kouichi;Ishida,Akira;Kobayashi,Sanae",71295,Shouwa Genroku Rakugo Shinjuu,8.59,Manga,Studio Deen,TV
589eac641bc3ae2c788af157,12431,37,19,99,"Comedy,Sci-Fi,Seinen,Slice of Life,Space",https://myanimelist.cdn-dena.com/images/anime/7/37573.jpg,"Sawashiro,Miyuki;Hirata,Hiroaki;Sanpei,Yuuko;KENN",72958,Uchuu Kyoudai,8.59,Manga,A-1 Pictures,TV
589eac641bc3ae2c788af158,28805,14,1,1,"Adventure,Supernatural",https://myanimelist.cdn-dena.com/images/anime/11/73540.jpg,"Hirose,Suzu;Yakusho,Koji;Miyazaki,Aoi;Sometani,Shota",80825,Bakemono no Ko,8.58,Original,Studio Chizu,Movie
589eac641bc3ae2c788af159,578,38,1,1,"Drama,Historical",https://myanimelist.cdn-dena.com/images/anime/7/75808.jpg,"Tatsumi,Tsutomu;Shiraishi,Ayano",174878,Hotaru no Haka,8.58,Novel,Studio Ghibli,Movie
589eac641bc3ae2c788af15a,16894,41,39,25,"Comedy,School,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/9/56155.jpg,"Ono,Yuuki;Kaiden,Michiko;Ono,Kensho",243325,Kuroko no Basket 2nd Season,8.58,Manga,Production I.G,TV
589eac641bc3ae2c788af15b,5028,7,23,25,"Comedy,Drama,Romance,Sports",https://myanimelist.cdn-dena.com/images/anime/9/75218.jpg,"Morikubo,Shoutaro;Kumai,Motoko;Morita,Masakazu;Sasamoto,Yuuko",28653,Major S5,8.58,Manga,SynergySP,TV
589eac641bc3ae2c788af15c,21,27,36,-1,"Action,Adventure,Comedy,Drama,Fantasy,Shounen,Super Power",https://myanimelist.cdn-dena.com/images/anime/6/73245.jpg,"Cho;Yao,Kazuki;Noda,Junko;Tanaka,Mayumi;Okamura,Akemi;Yamazaki,Wakana;Yamaguchi,Yuriko;Kobayashi,Yuko;Nagai,Anzu;Nakai,Kazuya;Urawa,Megumi;Hirata,Hiroaki;Ootani,Ikue;Ootani,Ikue;Ikura,Kazue;Yamaguchi,Kappei",504862,One Piece,8.58,Manga,Toei Animation,TV
589eac651bc3ae2c788af15d,801,25,31,26,"Action,Mecha,Military,Mystery,Police,Sci-Fi,Seinen",https://myanimelist.cdn-dena.com/images/anime/11/51465.jpg,"Saka,Osamu;Ootsuka,Akio;Tanaka,Atsuko;Yamadera,Kouichi",113993,Ghost in the Shell: Stand Alone Complex 2nd GIG,8.57,Manga,Production I.G,TV
589eac651bc3ae2c788af15e,31933,27,23,39,"Action,Adventure,Comedy,Drama,Shounen,Supernatural",https://myanimelist.cdn-dena.com/images/anime/3/79156.jpg,"Ono,Yuuki;Taichi,You;Kaji,Yuki;Morikawa,Toshiyuki;Sakurai,Takahiro;Ono,Daisuke;Takagi,Wataru;Saitou,Konami",74074,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,8.57,Manga,David Production,TV
589eac651bc3ae2c788af15f,5205,16,1,1,"Action,Mystery,Romance,Supernatural,Thriller",https://myanimelist.cdn-dena.com/images/anime/9/56619.jpg,"Suzumura,Kenichi;Sakamoto,Maaya;Hoshi,Soichiro",95658,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),8.57,Lightnovel,ufotable,Movie
589eac651bc3ae2c788af160,17389,26,32,39,"Action,Historical,Military,Seinen",https://myanimelist.cdn-dena.com/images/anime/13/53589.jpg,"Kugimiya,Rie;Hikasa,Yoko;Morita,Masakazu;Nojima,Hirofumi;Hosoya,Yoshimasa;Fukuyama,Jun",31234,Kingdom 2nd Season,8.57,Manga,Studio Pierrot,TV
589eac651bc3ae2c788af161,170,41,31,101,"Comedy,Drama,School,Shounen,Sports",https://myanimelist.cdn-dena.com/images/anime/4/19655.jpg,"Ogata,Megumi;Yanada,Kiyoyuki;Okiayu,Ryotaro;Shioya,Yoku;Midorikawa,Hikaru;Kusao,Takeshi",82570,Slam Dunk,8.56,Manga,Toei Animation,TV
589eac651bc3ae2c788af162,10162,5,9,11,"Josei,Slice of Life",https://myanimelist.cdn-dena.com/images/anime/2/29665.jpg,"Matsuura,Ayu;Tsuchida,Hiroshi",194855,Usagi Drop,8.56,Manga,Production I.G,TV
589eac651bc3ae2c788af163,18617,14,21,1,"Military,School",https://myanimelist.cdn-dena.com/images/anime/6/76509.jpg,"Nakagami,Ikumi;Ozaki,Mami;Fuchigami,Mai;Iguchi,Yuka;Taketatsu,Ayana;Kayano,Ai",25641,Girls und Panzer der Film,8.55,Original,Actas,Movie
589eac651bc3ae2c788af164,32182,21,39,12,"Action,Comedy,Slice of Life,Supernatural",https://myanimelist.cdn-dena.com/images/anime/8/80356.jpg,"Ootsuka,Akio;Matsuoka,Yoshitsugu;Irino,Miyu;Itou,Setsuo;Sakurai,Takahiro",193716,Mob Psycho 100,8.55,Webmanga,Bones,TV
589eac651bc3ae2c788af165,877,7,30,47,"Comedy,Drama,Music,Romance,Shoujo,Slice of Life",https://myanimelist.cdn-dena.com/images/anime/2/11232.jpg,"Kawana,Midori;Park,Romi;Tsuchiya,Anna",197256,Nana,8.55,Manga,Madhouse,TV
